fecha,hora,operador,tipo_de_avion,ruta,pasajeros_a_bordo,personal_a_bordo,total_a_bordo,pasajeros_fallecidos,personal_fallecido,ground,total_fallecidos,año,dia,mes,summary
1927-12-31,,Latecoere Airlines,Latécoère 23 (flying boat),"Near Marseille,France",0,5,5,0,5,0,5,1927,31,12,"Suffered structural failure at an altitude of 1,000 ft."
1928-1-08,,Colonial Western Airlines,Fairchild FC-2,"Near Canajoharie, New York",1,2,3,1,2,0,3,1928,08,1,Became lost in dense fog and flew into trees in the Mohawk Valley while proceeding to Buffalo..
1928-1-16,,Aeropostale,Latecoere 25,"Solis, Uruguay",0,2,2,0,2,0,2,1928,16,1,The wing on the mail plane detached from the aircraft and crashed into the sea.
1928-1-22,,Aeropostale,Breguet 14,"L'Hospitalet, Ariège",0,1,1,0,1,0,1,1928,22,1,Crashed after experiencing mechanical difficulties.
1928-1-22,,Aeropostale,Breguet 14,"Tarragona, Spain",0,2,2,0,2,0,2,1928,22,1,Crashed in unknown circumstances.
1928-1-27,,Aeropostale,Breguet 14,"Almeria, Spain",0,1,1,0,1,0,1,1928,27,1,After experiencing turbulence the pilot's seat belt broke and ejecting the pilot.
1928-2-26,,Boeing Air Transport,Boeing 40,"Marquette, Nebraska",1,1,2,1,0,0,1,1928,26,2,The air mail plane crashed into a grove of cottonwood trees and burned. Businessman F.H. Craig was killed and pilot Frank Yegar injured. The pilot descended in altitude due to air pockets.The plane then ran into an air pocket that brought the plane down into the grove of trees.
1928-3-11,,Air Union,Farman F-60 Goliath,"Off Cape Griz Nez, France",0,2,2,0,2,0,2,1928,11,3,Crashed into the sea while delivering mail in poor weather.
1928-4-17,,Boeing Air Transport,Boeing 40,"Federal, Wyoming",1,1,2,1,0,0,1,1928,17,4,Spatial disorientation after entering a snowstorm.
1928-4-19,,Iberia Airlines,Rohrbach Roland,"Minuesa, Spain",7,2,9,7,2,0,9,1928,19,4,Crashed into a field after getting lost in fog.
1928-5-07,,Aeropostale,Latecoere 26,"Florianopolis, BrazilFlorianopolis, BrazilFlorianopolis, Brazil",3,2,5,1,0,0,1,1928,07,5,An in flight fire caused he pilot to lose control and crash in a field after which a fire erupted.
1928-5-12,,Ford Air Freight Inc.,Ford 4,"Dearborn, Minnesota",0,2,2,0,2,0,2,1928,12,5,The cargo plane crashed on it’s inaugural flight. The pilot tried to become airborne without sufficient speed.
1928-5-26,,Deutsche Lufthansa,Junkers F-13,"Radevormwald, Germany",4,1,5,2,1,0,3,1928,26,5,"After taking off and encountering fog, the pilot decided to  to make a precautionary landing in a field but t hit a cow, crashed and burned. Pilot error."
1928-6-14,,Deutsche Lufthansa,AEGK,"Frankfurt, Germany",4,1,5,4,1,0,5,1928,14,6,"The ""Viper"" crashed for unknown reasons."
1928-6-22,,National Air Transport,Douglas M-4,"Lebo, Kansas",0,1,1,0,1,0,1,1928,22,6,The mail plane flew into tornado like winds and crashed in a field.
1928-7-10,,Aero O-Y,Junkers F-13,Over the Gulf of Finland,4,2,6,4,2,0,6,1928,10,7,Crashed under unknown circumstances
1928-7-13,,Imperial Airways,Vickers 74 Vulcan,"Purley, England",5,1,6,4,0,0,4,1928,13,7,"After the aircraft had climbed to 800 feet it disappeared from view of the airport in a south-west direction. The aircraft crashed into a market garden near Leigh Cottage on Woodcote Road, it was seen by residents flying low over the roof tops with the engine evidently in difficulties. The aircraft crashed into a potato field, the pilot in an open cockpit clambered clear and helped one of the passengers from the enclosed cabin free. The aircraft burst into flames and it was not possible to rescue the other passengers."
1928-7-24,14:48:00,KLM Royal Dutch Airlines,Fokker (KLM) F.III,"Waalhaven, Netherlands",5,1,6,1,0,0,1,1928,24,7,"The plane became airborne in a stalled condition, hit a shipsmast and crashed into the Waalhaven."
1928-8-25,11:00:00,British Columbia Airways,Ford 4-AT-B Tri Motor,"Near Port Townsend, BC, Canada",5,2,7,5,2,0,7,1928,25,8,Crashed into Puget Sound in dense fog 12 miles off Port Townsend.  Considered the first Canadian air disaster.
1928-9-02,09:15:00,CIDNA,Bleriot Spad 33,"Toul, France",2,3,5,2,3,0,5,1928,02,9,"After taking off the engine failed, the plane stalled and crashed."
1928-9-04,,Qantas,de Havilland DH.50J,"Adelaide Hills, Australia",0,2,2,0,1,0,1,1928,04,9,"Following the conclusion of an aerial tour carrying Sir John Salmond, the aircraft departed Adelaide piloted by C. W. A. Scott with an engineer as passenger. Control was lost in the cloud during an attempt to cross the Adelaide Hills; the aircraft encounted bad weather, crashed and caught fire."
1928-9-04,11:30:00,National Parks Airways,Fokker Super Universal,"Pocatello, Idaho",6,1,7,6,1,0,7,1928,04,9,"While flying low and circling six times for a landing, the mail plane went into a nose dive when the pilot headed into the wind and crashed to the ground, rolling over several times."
1928-9-06,,Deutsche Lufthansa,Fokker FG III,"Heroldbach, Germany",2,1,3,2,1,0,3,1928,06,9,Crashed due to engine failure.
1928-10-04,,Aeropostale,Breguet 14,"Gerona, Spain",2,1,3,2,1,0,3,1928,04,10,"Encountered fog and crashed into a mountain slope near the monastery of Sant Pere de Rodes, south of Llancà,"
1928-10-18,,National Air Transport,Douglas M-4,"Polk, Pennsylvania",0,1,1,0,1,0,1,1928,18,10,The mail plane crashed into a hill and burned during the night during poor weather conditons.
1928-10-31,,Air Union,Bleriot Spad 56,"Valence, France",1,1,2,0,1,0,1,1928,31,10,The pilot attempted an emergency landing in a muddy field and crashed.
1928-11-15,,Aeropostale,Latecoere 32,Off Gibraltar,,3,3,0,1,0,1,1928,15,11,The sea plane stuck a lightning mast and crashed into houses. Pilot error.
1928-11-24,,Universal Airlines,Hamilton H-47,"Edgerton, Ohio",2,1,3,2,1,0,3,1928,24,11,The mail plane crashed in a heavy snow storm.
1928-11-25,,Continental Air Lines,Travel Air 4000,"Edgerton, Ohio",0,1,1,0,1,0,1,1928,25,11,The mail plane crashed in a heavy snow storm
1928-11-25,,National Air Transport,Douglas M-4,"Bristolville, Ohio",0,1,1,0,1,0,1,1928,25,11,The mail plane crashed in a snow storm.
1928-12-01,10:00:00,Sunbeam Air Transport Co.,Ford 4-AT-B Tri Motor,"Spur, Texas",4,1,5,4,1,0,5,1928,01,12,The aircraft crashed and burned while en route. Flames were seen aboard the plane before it crashed. The plane was on a delivery flight.
1928-12-03,08:00:00,Syndicato Condor,Dornier Wal,"Near Rio de Janeiro,Brazil",9,5,14,9,5,0,14,1928,03,12,"The seaplane took off form the bay and narrowly avoided a collision with another plane and in the process veered sharply and so abruptly that one of the wings was strained beyond its elastic limits. The pilot then lost control of the aircraft and it fell, tail spinning 300 feet into the water where one of the engines exploded on impact. It sunk immediately."
1928-12-10,10:45:00,Spokane Airways,Ford Tri-motor 4,"Spokan, Washington",3,2,5,3,2,0,5,1928,10,12,The aircraft crashed while attempting to land in fog.
1928-12-11,,Deutsche Lufthansa,Junkers G-31,"Letzlingen, Germany",1,3,4,0,3,0,3,1928,11,12,"After a fuel line broke in flight, the pilot was forced to make an emergency landing in an open field. On landing, the aircraft crashed, overturned and came to rest in flames."
1928-12-20,,National Air Transport,Douglas M-4,"Huron, Ohio",0,1,1,0,1,0,1,1928,20,12,The mail plane crashed into an apple tree during a snow storm after the pilot experienced spatial disorientation.
1928-12-23,,Interstate Airlines,Fairchild FC-2,"Chattanooga, Tennessee",3,1,4,3,1,0,4,1928,23,12,Crashed onto a roof and garage on takeoff and burst into flames. The motor may have not been warmed- up properly.
1928-12-31,,CIDNA,Blériot Spad 66,"Reims, France",2,1,3,2,0,0,2,1928,31,12,Crashed into high ground in fog.
1929-1-05,,Colonial Air Transport,Fairchild FC-2,"Stafford Springs, Connecticut",0,1,1,0,1,0,1,1929,05,1,Struck a mountain slope  in poor weather.
1929-1-18,,Varney Air Lines,Stearman C-38,"Cove, Oregon",0,1,1,0,1,0,1,1929,18,1,While attempting to make an emergency landing on the Minam river the mail plane hit a bolder killing the pilot.
1929-1-25,,Aeroespresso,CMASA Wal,"Near Corfu, Greece",7,2,9,7,2,0,2,1929,25,1,The passenger plane diverted off Kerkira in the Ionian Sea due to poor weather conditions and thunderstoms and sank in rough seas.
1929-1-31,,Aeropostale,Latecoere 26,Off Morocco,0,2,2,0,2,0,2,1929,31,1,"While cruising along the coast, the mail plane crashed into the Atlantic Ocean for unknown reasons."
1929-1-31,,Skyline Transportation Company,Travel Air 4000,"Morgantown, West Virginia",0,1,1,0,1,0,1,1929,31,1,"While attempting to land, the aircraft overran the runway and hit the perimeter fence."
1929-3-17,17:00:00,Colonial Western Airlines,Ford 5-AT-B Tri Motor,"Newark, New Jersey",13,2,15,13,1,0,14,1929,17,3,The plane was making the last of a number of sightseeing flights when two of it's three engines failed. The plane stalled and went out of control at an altitude of 200 ft. and crashed into a railroad freight car. Engine failure followed by a stall during an emergency landing attempt.
1929-3-30,09:18:00,New Standard Airlines,Fokker F-VIIA,"Near Beaumont, California",3,1,4,3,1,0,4,1929,30,3,"The aircraft crashed into a high mountain ridge, exploding on impact. Investigators speculated that upon encountering fog and winds in the treacherous mountain pass, the pilot may have turned the airliner around and was heading back to the airport when the crash occurred."
1929-4-21,11:45:00,Maddux Airlines / Military - U.S.Army Air Force,Ford 5-AT-B Tri-Motor / B-PW-9D,"San Diego, California",3,3,6,3,3,0,6,1929,21,4,"A midair collision occurred  with a US Air Force Boeing PW-9D at 2,000 ft.  Five killed on the Tri-motor, one on the Boeing. Army pilot Lieutenant Howard Keefer, while flying above the airliner, was stunting and performed a steep banking turn downward, in an attempt to pass in front of the airliner. Instead, he misjudged the speed of the Maddux aircraft and his diving plane struck the cockpit of the Ford Tri-motor.  He was found criminally negligent."
1929-5-09,,Mexicana,Ford Tri-motor 4,"Tampico, Mexico",4,1,5,4,1,0,5,1929,09,5,"An engine failed, the plane stalled and crashed."
1929-5-18,,MALERT,Fokker F-III,"Tököl,  Pest Hungary",0,2,2,0,2,0,2,1929,18,5,A wing separated in flight and the plane crashed.
1929-5-22,,Aeropostale,Cams 53,Algiers,3,3,6,3,2,0,4,1929,22,5,The plane collided with a submerged object while taking off.
1929-6-13,08:00:00,Pan American Airways,Fokker F-X,"Santiago de Cuba, Cuba",1,4,5,1,1,0,2,1929,13,6,"Crashed while taking off. The muddy field prevented the aircraft from gaining altitude. The plane hit telephone wires and crashed. The plane was named ""Christopher Columbus""."
1929-6-14,,Aeropostale,Breguet 14,"Barcelona, Spain",0,2,2,0,1,0,1,1929,14,6,"Took off, lost power and altitude and crashed into a telegraph tower."
1929-6-17,11:30:00,Imperial Airways,Handley Page W-10,"Off Dungeness, England",11,2,13,7,0,0,7,1929,17,6,"The plane was over the English Channel, approximately 3 miles offshore, when an engine failed. The pilot attempted to return to the airport but the plane ditched into the English Channel. Failure of a connecting rod on a cylinder due to fatigue.The plane was named ""City of Ottawa."""
1929-6-24,,Northwest Orient Airlines,Ford 5-AT-B Tri-Motor,"St. Paul, Minnesota",6,2,8,0,1,0,1,1929,24,6,All three engines failed shortly after takeoff causing the plane to stall and crash near Indian Mounds park.
1929-6-29,21:00:00,Bodensee Aerolloyd,Domier Delphin III (flying boat),"Near Lindau, Bavaria, Germany",4,1,5,4,1,0,5,1929,29,6,The seaplane crashed into lake Constance while attempting to landing. The landing was hard and the plane broke in two and sank.
1929-6-29,,Continental Air Lines,Travel Air 4000,"Columbus, Ohio",0,1,1,0,1,0,1,1929,29,6,The mail plane crashed into an antenna mast in fog and low visibility and burned.
1929-8-11,,Middle States Airlines,Lockheed 5 Vega,"Clovis, New Mexico",2,2,4,2,2,0,4,1929,11,8,"The just manufactured aircraft was on its way to be delivered to its new owner with  four employees of Lockheed,  two pilots and two engineers when it crashed under unknown circumstances."
1929-8-24,,Ukvozduchput,Kalinin K-4,"Sochi, Russia",0,1,1,0,1,0,1,1929,24,8,Crashed under unknown circumstances.
1929-8-24,,Deutsche Lufthansa,Fokker FG II,"Elm, Germany",4,1,5,3,1,0,4,1929,24,8,The aorcraft hit a hill in fog and poor visibility.
1929-9-02,,Associated Aviators,Lockheed Vega,"Needles, California",0,2,2,0,1,0,1,1929,02,9,The plane crashed after going into a tail spin in a thunderstorm. The mechanic was able to parachute to safety.
1929-9-03,11:01:00,Trans Continental Air Transport,Ford 5-AT-B Tri Motor,"Mt. Taylor, near Grants, New Mexico",5,3,8,5,3,0,8,1929,03,9,"Shortly after departing the aircraft crashed into a Mt Taylor after encountering a thunderstorm and turbulence. The plane was named ""The City of San Francisco."""
1929-9-06,,Imperial Airways,de Havilland DH-66 Hercules,"Jask, Iran",2,3,5,1,2,0,3,1929,06,9,"At night, the aircraft crashed short of the runway in low visibility."
1929-9-14,,Aeropostale,Latecoere 25,North Atlantic Ocean,4,2,6,4,2,0,6,1929,14,9,"Crashed at sea, 30 miles from Larache, Morocco for unknown reasons."
1929-9-14,18:00:00,Skyways,Travel Air 6000,"Saint Catharines, Ontario",5,1,6,5,1,0,6,1929,14,9,The aircraft went out of control and crashed for unknown reasons.
1929-9-17,,Colonial Air Transport,Pitcairn PA-6 Mailwing,"Mt Lamentation, Connecticut",0,1,1,0,1,0,1,1929,17,9,The mail plane crashed into Mt. Lamentation in fog and burst into flames.
1929-9-17,,Aeropostale,Latecoere 25-3-R,"Off Larache, Morocco",3,2,5,3,2,0,5,1929,17,9,Crashed into the Mediterranean for unknown reasons.
1929-9-17,,Pickwick Airways,Fairchild 71,"Jacumba, California",0,2,2,0,1,0,1,1929,17,9,The mail plane crashed into a hillside in the desert while attempting to make an emergency landing during a storm.
1929-10-26,18:00:00,Imperial Airways,Short Calcutta (flying boat),"Off Spezia, Italy",5,2,7,5,2,0,7,1929,26,10,"The aircraft ditched in the ocean after encountering gale force winds. Sank while in tow. The plane was named ""City of Rome."""
1929-10-29,,Continental Air Lines,Stearman C-38,"Mount Vernon, Ohio",0,1,1,0,1,0,1,1929,29,10,The mail plane crashed into a grove of trees 8 miles southwest of Mount Vernon in foggy conditons.
1929-10-31,,Bremerton-Seattle Air Taxi / Gorst Air Lines,Loening C-2C,"Off Bremerton, Washington",0,2,2,0,2,0,2,1929,31,10,The air taxi crashed into Puget Sound as it attempted to take off.
1929-11-04,07:00:00,Corp. Aeronautica de Transportes,Lockheed Vega 5,"Cerro del Carbon, Mexico",3,1,4,3,1,0,4,1929,04,11,The mail plane crashed in dense fog.
1929-11-06,10:10:00,Deutsche Lufthansa,Junkers G-24,"Near Godstone, Surrey, England",4,4,8,3,4,0,7,1929,06,11,"After the plane's antenna wire struck the ground and was partially torn off, the pilot attempted to return to land but hit tree tops and crashed in rain and fog."
1929-11-16,09:35:00,Air Union,Liore et Olivier 190,"Off Corsica, France",0,3,3,0,3,0,3,1929,16,11,"While flying along the Corsican coast, the aircraft crashed into the Mediterranean in fog. No trace of the plane was ever found."
1929-11-20,,S.A.M. Società Aerea Mediterranea,Savoia Marchetti S55,"Terranova Pausania, East Sardinia",9,3,12,1,0,0,1,1929,20,11,The plane crashed due to  an optical phenomenon caused by calm waters and an erroneous height assessment.
1929-11-30,,Varney Air Lines,Stearman M-2 Speedmail,"Vancouver, Washington",0,1,1,0,1,0,1,1929,30,11,The mail plane crashed into a fog bound tower of the interstate bridge spanning the Columbia River.
1929-12-02,,National Air Transport,Douglas M-3,"Chagrin Falls, Ohio",0,1,1,0,1,0,1,1929,02,12,The mail plane crashed en route during a storm.
1929-12-19,,Deutsche Lufthansa,Arado V1,"Near Berlin, Germany",0,2,3,0,2,0,2,1929,19,12,"In fog, the pilot lost his bearing in fog and crashed 60 km from the airport."
1929-12-30,17:00:00,Trans Continental Air Transport,Travel Air B6000,"Amarillo, Texas",3,2,5,3,2,0,5,1929,30,12,Crashed onto a golf course  while on approach during a demonstration flight.
